id,name,price,image,category,quantity,source,productUrl
2854,98 g,₹119,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983036/blinkit_store/popin9jabyehbargayyx.webp,chocolate,N/A,Blinkit,https://blinkit.com/
2855,Cadbury Dairy Milk Silk Fruit & Nut Small Milk Chocolate Bar,₹100,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983039/blinkit_store/kpgrwnypspl1odz89zkf.webp,chocolate,51 g,Blinkit,https://blinkit.com/
2856,Twix Cookie Caramel Chocolate Filled Bar,₹96,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983041/blinkit_store/pznjddam1qo2ctpcblqd.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2857,Cadbury Bournville Fruit & Nut Dark Chocolate Bar,₹108,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983043/blinkit_store/j5h8qtwqtzrqnv74jigl.webp,chocolate,75 g,Blinkit,https://blinkit.com/
2858,Britannia Treat Croissant with Cocoa Crème,₹20,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983045/blinkit_store/w8wj3cs6m12bsnhyck5r.webp,chocolate,48.5 g,Blinkit,https://blinkit.com/
2859,Snickers Peanut Brownie Chocolate Filled Bar,₹67,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983046/blinkit_store/p4m2cqevf5v5r3b4uqoy.webp,chocolate,45 g,Blinkit,https://blinkit.com/
2860,Cadbury Dairy Milk Crispello Milk Chocolate Bar,₹40,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983049/blinkit_store/mkgz0xmefkigogwymnbd.webp,chocolate,35 g,Blinkit,https://blinkit.com/
2861,Cadbury Dairy Milk Crackle Chocolate Bar Cricket Pack,₹49,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983051/blinkit_store/k71ex1s9nbulbgf1izeq.webp,chocolate,36 g,Blinkit,https://blinkit.com/
2862,Galaxy Smooth Milk Chocolate Bar with Goodness of Milk & Cocoa,₹92,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983053/blinkit_store/e7w0xmhtdpbmxqcw6kcb.webp,chocolate,56 g,Blinkit,https://blinkit.com/
2863,135 g,₹180,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983055/blinkit_store/p5ajc3a42hg4qy25rkhs.webp,chocolate,N/A,Blinkit,https://blinkit.com/
2864,Amul I Love You Fruit 'n' Nut Dark Chocolate Bar,₹200,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983057/blinkit_store/xbzreqorjscogaimalnt.webp,chocolate,150 g,Blinkit,https://blinkit.com/
2865,Didier & Frank Wicked 85% Dark Chocolate Bar,₹249,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983059/blinkit_store/u0chopshaolcyh3btuv0.webp,chocolate,80 g,Blinkit,https://blinkit.com/
2866,Amul 55% Cocoa Dark Chocolate Bar,₹180,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983061/blinkit_store/burq7whlmijuk1qdgcdh.webp,chocolate,150 g,Blinkit,https://blinkit.com/
2867,Amul Sugar Free Dark Chocolate Bar,₹180,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983063/blinkit_store/l3sp1y3zlkigc7dnwokr.webp,chocolate,150 g,Blinkit,https://blinkit.com/
2868,Galaxy Smooth Milk Chocolate Bar,₹62,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983065/blinkit_store/wynctnpmp2x2dksei0tj.webp,chocolate,30 g,Blinkit,https://blinkit.com/
2869,Nestle Munch Bites Coated Crunchy Wafer Bars,₹78,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983067/blinkit_store/ndjqg8rsv0il8lj8o7q0.webp,chocolate,158.4 g,Blinkit,https://blinkit.com/
2870,Ferrero Rocher Chocolate Gift Pack (24 pieces),₹850,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983070/blinkit_store/qqgkf3dvzq0fnvvrmxxt.webp,chocolate,300 g,Blinkit,https://blinkit.com/
2872,Amul Fruit & Nut Dark Chocolate Bar,₹180,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983072/blinkit_store/hzud1uruyxsvnwvs80kz.webp,chocolate,150 g,Blinkit,https://blinkit.com/
2873,Nestle Munch Max - Choco Coated Crunchy Wafer Chocolate,₹54,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983073/blinkit_store/jpcryi2jk7lpl2vprajf.webp,chocolate,115.5 g,Blinkit,https://blinkit.com/
2874,Bounty Coconut Chocolate Filled Bar,₹96,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983075/blinkit_store/inxzuvewm7t3t2ugeuyp.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2875,KitKat Delights Dark Wafer Chocolate,₹84,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983077/blinkit_store/seruesxy00cdn4dzg69j.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2876,Nestle Munch Max Nuts Double Choco Coated Wafer Bar,₹25,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983079/blinkit_store/kixwusnju5aeqtwtbmde.webp,chocolate,37.5 g,Blinkit,https://blinkit.com/
2877,Nova Nova Best Bite Chocolate Filled Waffle Cones - Belgian Chocolate,₹103,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983080/blinkit_store/fsctaqkedc8ksvoj0aud.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2878,Hershey's Kisses Milk Chocolate Pack,₹52,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983083/blinkit_store/aefzi9mi76wz90sg9wka.webp,chocolate,36 g,Blinkit,https://blinkit.com/
2880,Lor Divine Nutella Kunafa Chocolate Bar,₹399,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983085/blinkit_store/pbyvqqanbjhapcdwrzxq.webp,chocolate,100 g,Blinkit,https://blinkit.com/
2881,Cadbury Temptations Rum & Raisins Premium Milk Chocolate Bar,₹111,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983086/blinkit_store/i7x0n6pfczbbasf0h3hf.webp,chocolate,70 g,Blinkit,https://blinkit.com/
2882,Nestle KitKat Delights Rich Wafer Bar,₹80,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983088/blinkit_store/gnoruxeav51nibyt2npf.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2883,Nova Nova Huddlz Belgian Chocolate Dip & Stick Biscuits,₹69,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983090/blinkit_store/yi6yfca5leiavgzciukd.webp,chocolate,30 g,Blinkit,https://blinkit.com/
2884,Kinder Schoko Bons Crispy,₹130,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983092/blinkit_store/scimaouitdncgwb4u6f1.webp,chocolate,67.2 g,Blinkit,https://blinkit.com/
2885,126.7 g,₹112,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983094/blinkit_store/dkyibuvej7wry0wbam00.webp,chocolate,N/A,Blinkit,https://blinkit.com/
2886,Lor Divine Cranberry White Chocolate Bar,₹139,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983096/blinkit_store/zw4euwou6e6iceuwvypx.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2887,Cadbury 5 Star Filled Bar Chocolate Pack,₹48,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983097/blinkit_store/m3cqzjwm0nwdjapmaeta.webp,chocolate,96 g,Blinkit,https://blinkit.com/
2888,Choki Choki Chocomilk Shaped Chocolates,₹113,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983099/blinkit_store/wthkwta5vfjw2dh5qota.webp,chocolate,225 g,Blinkit,https://blinkit.com/
2889,Go Zero Vanilla Chocobar Guilt Free Ice Cream Stick,₹66,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983101/blinkit_store/fan5ysy1rk0g1fx5c9ba.webp,chocolate,70 ml,Blinkit,https://blinkit.com/
2890,Cadbury Dairy Milk Milk Chocolate Bar - Pack of 2,₹100,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983103/blinkit_store/u939cloaiw2mjf4xb3rs.webp,chocolate,2 x 46 g,Blinkit,https://blinkit.com/
2891,Cadbury Dairy Milk Chocolate Bar Cricket Pack Family Pack,₹113,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983104/blinkit_store/mblbmqqxxzjgf9bzfacy.webp,chocolate,112 g,Blinkit,https://blinkit.com/
2892,Lor Divine Hazelnut Chocolate Gift Pack,₹129,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983106/blinkit_store/ednwujwklmml8foce6kw.webp,chocolate,50 g,Blinkit,https://blinkit.com/
2893,Cadbury Bournville Rich Cocoa 50% Dark Chocolate Bar,₹108,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983107/blinkit_store/u3otc6mfbypcy2cri9zl.webp,chocolate,75 g,Blinkit,https://blinkit.com/
2894,Cadbury Dairy Milk Roast Almond Chocolate Bar Cricket Pack,₹49,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983109/blinkit_store/fumoqfjhf03cotquimru.webp,chocolate,36 g,Blinkit,https://blinkit.com/
2895,Go Zero Belgian Dark Chocolate Guilt Free Ice Cream Cup,₹95,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983111/blinkit_store/a6iqcwrexqcbelp0d8r5.webp,chocolate,100 ml,Blinkit,https://blinkit.com/
2896,Cadbury Dairy Milk Silk Bubbly Small Milk Chocolate Bar,₹98,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983113/blinkit_store/r0zhndovlwvi8pufdlkl.webp,chocolate,46 g,Blinkit,https://blinkit.com/
2897,Nestle KitKat Chunky Wafer Chocolate,₹70,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983114/blinkit_store/fw3fhdzk4rmqfa54kv5q.webp,chocolate,40 g,Blinkit,https://blinkit.com/
2898,Awsum Walnut Brownie,₹58,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983116/blinkit_store/pe7wp82tq4erqtltraxf.webp,chocolate,60 g,Blinkit,https://blinkit.com/
2899,Cadbury Dairy Milk Limited Edition Milk Chocolate Bar,₹113,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983118/blinkit_store/kvqln9z31ms2qbdc0yxy.webp,chocolate,123 g,Blinkit,https://blinkit.com/
2900,Amul India Twilight Tryst Dark Chocolate Bar (55 % Rich in Cocoa),₹109,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983120/blinkit_store/psw1sitvp6uggnmysdsl.webp,chocolate,125 g,Blinkit,https://blinkit.com/
2901,Cadbury Choclairs Gold Eclair - Trick or Treat Edition,₹50,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983121/blinkit_store/ojh3nhkjyabfg15dur1q.webp,chocolate,140 g,Blinkit,https://blinkit.com/
2903,Ferrero Rocher Moments Chocolate Gift Pack (32 pieces),₹512,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983123/blinkit_store/renewwrmvg3maiz0ufaw.webp,chocolate,185.6 g,Blinkit,https://blinkit.com/
2904,The Whole Truth Rich 71% Cocoa Bar,₹283,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983125/blinkit_store/cydjtkmkaldbsv3fzhwb.webp,chocolate,80 g,Blinkit,https://blinkit.com/
2905,140 g,₹147,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983127/blinkit_store/h30qep0slrp9uzfyxbpd.webp,chocolate,N/A,Blinkit,https://blinkit.com/
2906,Cadbury Dairy Milk Bites Assorted Chocolate Pack - Almond,₹81,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983129/blinkit_store/mwazvz62tv8djcpf0v9r.webp,chocolate,54 g,Blinkit,https://blinkit.com/
2907,Ferrero Rocher Chocolate Gift Pack,₹309,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983130/blinkit_store/hylesqg1sdtwt5oztxly.webp,chocolate,100 g,Blinkit,https://blinkit.com/
2908,Nestle Milkybar Butterscotch Bite White Chocolate Bar,₹50,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983132/blinkit_store/c77ylj7vp0cnqqogxdqn.webp,chocolate,45 g,Blinkit,https://blinkit.com/
2909,Hershey's Cookies n Creme White Chocolate Bar,₹60,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983134/blinkit_store/qxy9qyopnqhvdwzhvys7.webp,chocolate,38 g,Blinkit,https://blinkit.com/
2910,Cadbury Bournville Intense Orange 70% Dark Chocolate Bar,₹123,No Image Found,chocolate,75 g,Blinkit,https://blinkit.com/
2911,Cadbury Dairy Milk Silk Fruit & Nut Milk Chocolate Bar,₹204,No Image Found,chocolate,129 g,Blinkit,https://blinkit.com/
2912,Cadbury Dairy Milk Silk Roast Almond Milk Chocolate Bar,₹100,No Image Found,chocolate,52 g,Blinkit,https://blinkit.com/
2913,Amul 99% Cacao Dark Chocolate Bar,₹180,No Image Found,chocolate,125 g,Blinkit,https://blinkit.com/
2914,Kinder Creamy Milky & Crunchy,₹23,No Image Found,chocolate,19 g,Blinkit,https://blinkit.com/
2915,Nestle Munch Max Crunchies Chocolate Bar,₹40,No Image Found,chocolate,45 g,Blinkit,https://blinkit.com/
2916,"Unibic Swaadesi Atta Biskut Bakery Cookies - No Maida, No Palm Oil",₹105,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983136/blinkit_store/mofpnmd1hghsbwgfa0xg.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2917,Sunfeast Bourbon Dark Fantasy Biscuit,₹15,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983138/blinkit_store/br8qvlrl43kitrc0o56z.webp,biscuits,108 g,Blinkit,https://blinkit.com/
2918,Britannia Good Day Cashew Biscuit,₹40,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983140/blinkit_store/r0e5q2iwuj82s2drz7k0.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2919,Britannia NutriChoice Digestive High-Fibre Biscuit,₹25,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983142/blinkit_store/bw7opef1rz9cptikyll7.webp,biscuits,125 g,Blinkit,https://blinkit.com/
2920,"Unibic Swaadesi Jeera Biskut Bakery Cookies - No Maida, No Palm Oil",₹105,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983149/blinkit_store/yjgvcm1krsn3tlvz5mdb.webp,biscuits,225 g,Blinkit,https://blinkit.com/
2921,Hide & Seek Chocolate Chip Cookies,₹48,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983151/blinkit_store/ye1oriqvsy1glxw7htky.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2922,Sunfeast Dark Fantasy Chocolate Sandwich Cream Biscuits,₹14,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983153/blinkit_store/vxawfmx3byfzerrf8uxt.webp,biscuits,79 g,Blinkit,https://blinkit.com/
2923,Britannia Little Hearts Classic Crunch Biscuit,₹30,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983155/blinkit_store/fgc2pv0kkqh7neezt78z.webp,biscuits,79 g,Blinkit,https://blinkit.com/
2924,"Unibic Swaadesi Kaju Bakery Bakery Biscuits - No Maida, No Palm Oil",₹124,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983157/blinkit_store/z2txihzrsff9uq7bivlr.webp,biscuits,225 g,Blinkit,https://blinkit.com/
2925,Sunfeast Farmlite Oats with Chocolate Cookies,₹62,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983160/blinkit_store/uikye4b5ppjua3domrdk.webp,biscuits,150 g,Blinkit,https://blinkit.com/
2926,Sunfeast Dark Fantasy Choco Fill Cookies,₹38,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983162/blinkit_store/g3k15razo7osptpecz7b.webp,biscuits,69 g,Blinkit,https://blinkit.com/
2927,Hide & Seek Choco Chip Cookies,₹30,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983164/blinkit_store/pedqspf0awhk0gueq1gu.webp,biscuits,100 g,Blinkit,https://blinkit.com/
2928,"Unibic Swaadesi Fruit Biskut Bakery Cookies - No Maida, No Palm Oil",₹129,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983166/blinkit_store/vatpuzbkrfkwqc0gbimm.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2929,Britannia Nice Time Coconut Biscuit,₹25,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983168/blinkit_store/eecnm4b2t4s4dogk3jkj.webp,biscuits,152 g,Blinkit,https://blinkit.com/
2930,Parle Monaco Light Salty Classic Regular Biscuit,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983169/blinkit_store/pk9axidmxt9jraxut9jq.webp,biscuits,185.6 g,Blinkit,https://blinkit.com/
2931,Hide & Seek Milano Choco Chip Cookies,₹63,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983171/blinkit_store/yqvmp8gugs1zshdzft8w.webp,biscuits,120 g,Blinkit,https://blinkit.com/
2932,Karachi Bakery Thin & Crispy Butter Puff Palmiers,₹145,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983173/blinkit_store/fsugnwfomlwqgmgk9aif.webp,biscuits,100 g,Blinkit,https://blinkit.com/
2933,Britannia Treat Jim Jam Sandwich Crème Biscuits,₹36,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983174/blinkit_store/c8abu8tm5djokzvtd1zg.webp,biscuits,150 g,Blinkit,https://blinkit.com/
2934,Britannia NutriChoice Oats Orange & Almond Biscuit,₹19,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983176/blinkit_store/dhurrqgrptskesaxqjqj.webp,biscuits,66.6 g,Blinkit,https://blinkit.com/
2935,Britannia 5050 Maska Chaska Biscuit,₹26,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983179/blinkit_store/yo8ejz79bcd7gh3u6rpu.webp,biscuits,114.1 g,Blinkit,https://blinkit.com/
2936,Karachi Bakery Butter Shortbread Biscuit,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983181/blinkit_store/wvh8nmsr1ggmcl3pj7fx.webp,biscuits,100 g,Blinkit,https://blinkit.com/
2937,Britannia Good Day Butter Cookies,₹38,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983183/blinkit_store/aasq174tjxdfdhzymfeb.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2938,Parle-G Glucose Biscuit,₹30,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983184/blinkit_store/cegjpemocegemqtmswzy.webp,biscuits,250 g,Blinkit,https://blinkit.com/
2939,Britannia 5050 Potazos Masti Masala Potato Biscuit,₹24,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983187/blinkit_store/n8tf8yba1u1wmgfvqjkm.webp,biscuits,71.5 g,Blinkit,https://blinkit.com/
2940,Karachi Bakery Gur Atta Biscuit,₹285,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983189/blinkit_store/olkef41yo8mkir8saaen.webp,biscuits,300 g,Blinkit,https://blinkit.com/
2941,Britannia Marie Gold Marie Biscuits (208 g),₹38,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983191/blinkit_store/fg4jmsfkep1imxz0npnb.webp,biscuits,208 g,Blinkit,https://blinkit.com/
2942,Lotus Biscoff Caramelized Cookies,₹30,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983193/blinkit_store/bezqwk7yrwfnr2f8wi5v.webp,biscuits,75 g,Blinkit,https://blinkit.com/
2943,Haldiram's Heaven Kaju Bakery Cookies,₹80,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983195/blinkit_store/ktvwgxpbg3sstwdftgqz.webp,biscuits,150 g,Blinkit,https://blinkit.com/
2944,Karachi Bakery Cashew Butterscotch Butter Bakery Biscuits,₹257,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983196/blinkit_store/sn2cveimg8cuj50rrswa.webp,biscuits,300 g,Blinkit,https://blinkit.com/
2945,Britannia NutriChoice 5 Grain Digestive Biscuit,₹58,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983198/blinkit_store/zdikgyy80gvlteqeyrpb.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2946,Lotus Biscoff Original Caramelized Cookies,₹105,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983200/blinkit_store/nwv7l6bv4ljtryeowt0u.webp,biscuits,225 g,Blinkit,https://blinkit.com/
2947,"McVitie's Digestive High Fibre Biscuit, Trans Fat Free",₹20,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983202/blinkit_store/l4a0c03ssrgnjcfu7hl9.webp,biscuits,108 g,Blinkit,https://blinkit.com/
2948,Karachi Bakery Badam Bakery Cookies,₹180,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983204/blinkit_store/pct3ogodox5e0hhlgx3d.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2949,Haldiram's Heaven Atta Bakery Cookies,₹70,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983206/blinkit_store/cw8ts11twwuzocudqio0.webp,biscuits,175 g,Blinkit,https://blinkit.com/
2950,Sunfeast Dark Fantasy Choco Fills Chocolate Biscuit Pack,₹90,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983208/blinkit_store/u6yvyzhyaxkblytrg4uw.webp,biscuits,230 g,Blinkit,https://blinkit.com/
2951,Sunfeast Dark Fantasy Vanilla Sandwich Crème Biscuits,₹14,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983210/blinkit_store/lq0pkkobqkq4qdchazwy.webp,biscuits,79 g,Blinkit,https://blinkit.com/
2952,Karachi Bakery Pistachios Bakery Cookies,₹198,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983212/blinkit_store/apcfudncgppaaznuzl5v.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2953,Britannia Milk Bikis Milky Sandwich Creme Biscuits,₹46,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983213/blinkit_store/qmf1ydrlalynkf2q7q4u.webp,biscuits,188 g,Blinkit,https://blinkit.com/
2954,Parle-G Original Gluco Biscuit,₹93,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983215/blinkit_store/bbpymyybhrrcuzcbn2o5.webp,biscuits,800 g,Blinkit,https://blinkit.com/
2955,Britannia NutriChoice Oats Chocolate & Almond Biscuit,₹19,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983217/blinkit_store/kyhzwtkjinedufg2vlwx.webp,biscuits,66.6 g,Blinkit,https://blinkit.com/
2956,Karachi Bakery Zeera Bakery Cookies (Eggless),₹190,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983219/blinkit_store/pqf1glql9uhvgsamqj7u.webp,biscuits,400 g,Blinkit,https://blinkit.com/
2957,Britannia NutriChoice Digestive High-Fibre Biscuit (960 g),₹139,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983221/blinkit_store/jqvchvogqzlpmscfk89i.webp,biscuits,960 g,Blinkit,https://blinkit.com/
2958,Lotus Biscoff Caramelized Cookies - Pack of 3,₹88,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983223/blinkit_store/qhe9lagyinzodkftpi4d.webp,biscuits,3 x 75 g,Blinkit,https://blinkit.com/
2960,Karachi Bakery Almond Shortbread Biscuit,₹234,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983225/blinkit_store/qkllxjuoqesghevfh190.webp,biscuits,300 g,Blinkit,https://blinkit.com/
2961,Haldiram's Heaven Jeera Bakery Cookies,₹55,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983227/blinkit_store/omvdmsn01u6krtxtqrqs.webp,biscuits,150 g,Blinkit,https://blinkit.com/
2962,Sunfeast Farmlite Oats & Almonds Cookies,₹82,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983228/blinkit_store/pu335juzqttnncsoxj6s.webp,biscuits,300 g,Blinkit,https://blinkit.com/
2963,Unibic Cashew Badam Cookies,₹91,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983230/blinkit_store/nmaxsfsqwgxetfadojzz.webp,biscuits,450 g,Blinkit,https://blinkit.com/
2964,Unibic Fruit and Nut Cookies,₹119,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983232/blinkit_store/xb2kmezi57nd7k845oz6.webp,biscuits,450 g,Blinkit,https://blinkit.com/
2965,Oreo Vanilla Flavour Sandwich Cream Biscuits,₹38,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983233/blinkit_store/lhgkynds9wskbkmje8ox.webp,biscuits,125.25 g,Blinkit,https://blinkit.com/
2966,Jaggic Gud Atta Biscuit,₹158,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983236/blinkit_store/yxnhe6vdq9flqobeq87j.webp,biscuits,400 g,Blinkit,https://blinkit.com/
2967,Britannia Marie Gold Marie Biscuits Family Pack,₹109,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983238/blinkit_store/hfhyphqsvwxxxupggqyc.webp,biscuits,1 kg,Blinkit,https://blinkit.com/
2968,Britannia 5050 Cheeze Dipped Biscuit,₹45,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983241/blinkit_store/yfnmrkrv357vtkrjz5en.webp,biscuits,150 g,Blinkit,https://blinkit.com/
2969,Britannia 50-50 Maska Chaska Biscuits,₹83,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983243/blinkit_store/xpui6vvqzg8jj22encuj.webp,biscuits,300 g,Blinkit,https://blinkit.com/
2970,Lo Foods Gluten Free Cashew Millet Cookies (No Added Sugar),₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983246/blinkit_store/cswmoyy9hzvymjytxfbr.webp,biscuits,75 g,Blinkit,https://blinkit.com/
2971,Theobroma Chocolate Chip Cookie,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983249/blinkit_store/egkjp6jhu4ovbjidw2su.webp,biscuits,60 g,Blinkit,https://blinkit.com/
2972,Karachi Bakery Cashew Bakery Cookies,₹228,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983251/blinkit_store/rmglymzz9vt2xmmtomuz.webp,biscuits,400 g,Blinkit,https://blinkit.com/
2973,Britannia Good Day Chunkies Coconut Cookies,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983254/blinkit_store/ghnruwtmdi7w9sonof7h.webp,biscuits,100 g,Blinkit,https://blinkit.com/
2974,Haldiram's Heaven Kaju Pista Bakery Cookies,₹110,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983256/blinkit_store/x6u8nqnlt4vdhvt8nozr.webp,biscuits,200 g,Blinkit,https://blinkit.com/
2975,Britannia NutriChoice Oats Milk Biscuits,₹19,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983258/blinkit_store/tjrk8acooolc0d9t3qqh.webp,biscuits,66.6 g,Blinkit,https://blinkit.com/
2976,Right Shift Jaggery Atta Cookies (No Maida/ No Palm Oil),₹95,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983260/blinkit_store/nxsdtiotpi7mthva8nju.webp,biscuits,120 g,Blinkit,https://blinkit.com/
2977,Let's Try Ragi Kaju Pista Cookies,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983261/blinkit_store/o0pzjco4jmwoyowysjgc.webp,biscuits,226 g,Blinkit,https://blinkit.com/
2978,The Cinnamon Kitchen Almond Flour & Cacao Protein Cookies,₹199,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983263/blinkit_store/fjrdjekmkuqwwjfpbg33.webp,biscuits,70 g,Blinkit,https://blinkit.com/
