id,name,price,image,category,quantity,source,productUrl
3122,Maggi Pazzta Cheesy Tomato Twist Instant Pasta,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983483/blinkit_store/zy4novxkph64pmz6k8av.webp,maggie,68.5 g,Blinkit,https://blinkit.com/
3123,Maggi Spicy Garlic Instant Noodles,₹85,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983484/blinkit_store/gdb9409f3cojjhykt5jr.webp,maggie,248 g,Blinkit,https://blinkit.com/
3124,Maggi Pazzta Masala Penne Instant Pasta,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983486/blinkit_store/jbccw3hh25i4w4i9g2aa.webp,maggie,69.5 g,Blinkit,https://blinkit.com/
3125,Maggi Veg Atta Instant Noodles,₹30,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983488/blinkit_store/i6oryozjhfx1dog1jszc.webp,maggie,72.5 g,Blinkit,https://blinkit.com/
3126,Maggi Spicy Spicy Garlic Instant Cup Noodles,₹65,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983490/blinkit_store/udc2sulnuzz6axbl7vun.webp,maggie,70.5 g,Blinkit,https://blinkit.com/
3127,4 x 70 g,₹100,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983492/blinkit_store/hyzkqqjkna769zieutq3.webp,maggie,N/A,Blinkit,https://blinkit.com/
3128,Maggi Magic Cubes - Chicken Masala,₹40,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983494/blinkit_store/iyywvkeqgsxxxjgniifp.webp,maggie,40 g,Blinkit,https://blinkit.com/
3129,Maggi Spicy Spicy Cheesy Cup Noodles,₹65,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983496/blinkit_store/vosxnhbf1qbjzx9mexkc.webp,maggie,71.5 g,Blinkit,https://blinkit.com/
3130,Maggi Rich Tomato Ketchup 960 g,₹144,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983497/blinkit_store/r7twpz4uqx2ecc8r7cco.webp,maggie,960 g,Blinkit,https://blinkit.com/
3131,Maggi Pazzta Mushroom Penne Instant Pasta,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983499/blinkit_store/ktmer9eirt5lk3tk3t3j.webp,maggie,68.5 g,Blinkit,https://blinkit.com/
3132,Maggi Spicy Manchurian Instant Cup Noodles,₹65,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983501/blinkit_store/tgtbiaunq0vpfgupfrgw.webp,maggie,70.5 g,Blinkit,https://blinkit.com/
3133,MAGGI Nutri-licious Masala Oats & Millet Noodles,₹130,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983503/blinkit_store/xhnjbbtkcoqzzj97s8lb.webp,maggie,298 g,Blinkit,https://blinkit.com/
3134,Maggi Magic Cubes-Vegetarian Masala,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983505/blinkit_store/ogv8isfvzlwbwuf9dgku.webp,maggie,40 g,Blinkit,https://blinkit.com/
3135,Maggi Chicken Instant Noodles,₹80,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983507/blinkit_store/dbafkj05ituxgxypl3yl.webp,maggie,304 g,Blinkit,https://blinkit.com/
3136,Maggi Spicy Green Chilli Instant Noodles,₹79,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983508/blinkit_store/l2hz81mz5urw4uj9tdaq.webp,maggie,248 g,Blinkit,https://blinkit.com/
3137,Maggi Spicy Manchurian Instant Noodles,₹85,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983510/blinkit_store/ixdczlvfspyj1aok2sn5.webp,maggie,244 g,Blinkit,https://blinkit.com/
3138,Maggi Ayam Bakar Chicken Noodles,₹120,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983512/blinkit_store/tqay8mqhmd2vicdcvecf.webp,maggie,76 g,Blinkit,https://blinkit.com/
3139,Maggi Kari Curry Instant Noodles,₹120,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983514/blinkit_store/icwma0vjglbepucdmcsz.webp,maggie,79 g,Blinkit,https://blinkit.com/
3140,180 g,₹190,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983517/blinkit_store/yzqrjnbhwfandwdsfssf.webp,maggie,N/A,Blinkit,https://blinkit.com/
3141,Yu 100% Whole Wheat Fusilli Pasta,₹93,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983519/blinkit_store/kjtccbqnn7iepfz8izge.webp,maggie,500 g,Blinkit,https://blinkit.com/
3143,Disano Penne Pasta (100 % Durum Wheat),₹79,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983521/blinkit_store/d61rlyer74xnkhuiaqkl.webp,maggie,500 g,Blinkit,https://blinkit.com/
3144,Chef's Basket Durum Wheat Semolina Penne Pasta,₹83,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983522/blinkit_store/ywq5gglfiwu10cibhzyj.webp,maggie,534 g,Blinkit,https://blinkit.com/
3145,Oleev Kitchen No Maida Penne Durum Wheat Pasta,₹59,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983524/blinkit_store/vs6aoenkr8hrcfezx6zz.webp,maggie,400 g,Blinkit,https://blinkit.com/
3146,Disano Elbow Pasta (100 % Durum Wheat),₹79,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983526/blinkit_store/vk2qhdtz3qstnh4cdlub.webp,maggie,500 g,Blinkit,https://blinkit.com/
3149,Oleev Kitchen No Maida Durum Wheat Macaroni,₹57,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983528/blinkit_store/h66s35h6waiy9njyeh2v.webp,maggie,400 g,Blinkit,https://blinkit.com/
3150,Borges Spaghetti Pasta,₹191,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983530/blinkit_store/fw9x9psqp4l1zsjicg60.webp,maggie,500 g,Blinkit,https://blinkit.com/
3152,Keya 100% Durum Wheat Penne Domestic Pasta,₹71,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983532/blinkit_store/qmqgiqyaocfeazkkkmcc.webp,maggie,400 g,Blinkit,https://blinkit.com/
3153,Oleev Kitchen No Maida Spaghetti Durum Wheat Pasta,₹79,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983533/blinkit_store/uubknx5sw8vm30o9171g.webp,maggie,400 g,Blinkit,https://blinkit.com/
3154,Yu Peri Peri Instant Pasta Cup,₹76,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983535/blinkit_store/p0uvxxvzlyxeh18ffm0j.webp,maggie,65 g,Blinkit,https://blinkit.com/
3155,Yu 100% Durum Wheat Spaghetti Pasta,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983537/blinkit_store/fdgcwavdx5bln7x5rk1b.webp,maggie,500 g,Blinkit,https://blinkit.com/
3156,Disano Fusilli Pasta (100 % Durum Wheat),₹79,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983539/blinkit_store/zyndty7j3mnt7y95tqfv.webp,maggie,500 g,Blinkit,https://blinkit.com/
3157,Bambino Macaroni (2 kg),₹199,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983541/blinkit_store/zhhvukpi6ibikrqox2u3.webp,maggie,2 kg,Blinkit,https://blinkit.com/
3158,Borges Penne Rigate Durum Wheat Pasta,₹191,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983543/blinkit_store/egrbsjhi4udlgohpkrm3.webp,maggie,500 g,Blinkit,https://blinkit.com/
3159,Disano Penne Pasta,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983545/blinkit_store/bqizjquukrwebukb0at5.webp,maggie,2 x 400 g,Blinkit,https://blinkit.com/
3160,Disano Spaghetti Pasta (100% Durum Wheat),₹100,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983547/blinkit_store/u3f0kscyaazq9exxvoyf.webp,maggie,500 g,Blinkit,https://blinkit.com/
3161,Yu 100% Whole Wheat Elbow Macaroni Pasta,₹74,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983549/blinkit_store/lqtsq5ysfuk58hf9iydg.webp,maggie,400 g,Blinkit,https://blinkit.com/
3162,Keya 100% Durum Wheat Fusilli Domestic Pasta,₹71,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983551/blinkit_store/zfdumzuvqbdfut6vdai2.webp,maggie,400 g,Blinkit,https://blinkit.com/
3163,WickedGud Penne Pasta,₹106,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983552/blinkit_store/exuab9kthgwj2ngxszlj.webp,maggie,400 g,Blinkit,https://blinkit.com/
3164,Yippee Tricolor Creamy Corn Instant Pasta - Pack of 2,₹47,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983554/blinkit_store/e13zrararsifzhu7pm75.webp,maggie,2 x 74.7 g,Blinkit,https://blinkit.com/
3165,Yu 100% Whole Wheat Penne Pasta,₹93,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983557/blinkit_store/a7jkp2zisreyfwnuth2o.webp,maggie,500 g,Blinkit,https://blinkit.com/
3166,Barilla Penne Rigate Durum Wheat Pasta,₹279,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983559/blinkit_store/cxfityr7sgrssmgor6qy.webp,maggie,500 g,Blinkit,https://blinkit.com/
3167,Oleev Kitchen Fusilli Durum Wheat Pasta,₹59,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983560/blinkit_store/kavychms0s1gccn3dyxg.webp,maggie,400 g,Blinkit,https://blinkit.com/
3168,Chef's Basket Macaroni Pasta,₹112,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983562/blinkit_store/ilnwix2i5jskz48t6lxx.webp,maggie,850 g,Blinkit,https://blinkit.com/
3169,"WickedGud 2X Fiber Protein Spaghetti Pasta (No Maida, Durum Wheat)",₹130,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983566/blinkit_store/e1j6w4gcoowvooh0vb5p.webp,maggie,400 g,Blinkit,https://blinkit.com/
3170,Agnesi Durum Wheat Semolina Spaghetti Pasta,₹200,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983567/blinkit_store/lnszzqre2q1xhwdruca5.webp,maggie,500 g,Blinkit,https://blinkit.com/
3171,Bambino Rosetta Premium Pasta Spaghetti,₹107,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983569/blinkit_store/oic6frswdz5jpxpy0qgc.webp,maggie,500 g,Blinkit,https://blinkit.com/
3172,Disano Fusilli Pasta,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983571/blinkit_store/xpakfgtnyf3bfylikxcc.webp,maggie,2 x 400 g,Blinkit,https://blinkit.com/
3173,Keya 100% Durum Wheat Elbow Domestic Pasta,₹71,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983573/blinkit_store/bl8aannvtwulabjvb7m7.webp,maggie,400 g,Blinkit,https://blinkit.com/
3174,Sunfeast Yipee Masala Instant Pasta,₹35,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983575/blinkit_store/rhd0f2zkitcptjjuley6.webp,maggie,74.7 g,Blinkit,https://blinkit.com/
3175,Yippee Cheese Instant Pasta,₹24,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983577/blinkit_store/jww8ornj4swsowqpcbxb.webp,maggie,74.7 g,Blinkit,https://blinkit.com/
3176,Yu Three Cheese Instant Pasta Cup,₹85,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983579/blinkit_store/vcbnppb0tizlfpovcwww.webp,maggie,70 g,Blinkit,https://blinkit.com/
3177,Borges Penne Rigate Whole Wheat Pasta,₹204,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983581/blinkit_store/gpgif1efeuu3embwj4fe.webp,maggie,500 g,Blinkit,https://blinkit.com/
3178,Agnesi Fusilli Pasta N 78,₹200,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983583/blinkit_store/mgcv8ooe2ujfj04jkhyo.webp,maggie,500 g,Blinkit,https://blinkit.com/
3179,Agnesi Penne Rigate Pasta N 19,₹200,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983585/blinkit_store/u8q5jxnlt4hf5k6lvgtf.webp,maggie,500 g,Blinkit,https://blinkit.com/
3180,Bambino Macaroni Durum Wheat Elbow Pasta,₹109,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983587/blinkit_store/g9ihgtrdgssph4qdscrf.webp,maggie,850 g,Blinkit,https://blinkit.com/
3181,Weikfield Durum Wheat Semolina Spagheti Pasta,₹149,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983589/blinkit_store/nd1cens2k1pwtkhkefod.webp,maggie,400 g,Blinkit,https://blinkit.com/
3182,Wheafree Gluten Free Rice Maize Penne Pasta,₹166,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983591/blinkit_store/oqd9djzrbhphllboghro.webp,maggie,250 g,Blinkit,https://blinkit.com/
3183,Yu 100% Durum Wheat Penne Pasta,₹70,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983593/blinkit_store/nabcilj0ke4b8cno3aro.webp,maggie,500 g,Blinkit,https://blinkit.com/
3184,Yu 100% Whole Wheat Spaghetti Pasta,₹137,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983595/blinkit_store/i1czhognjem3q4gymq13.webp,maggie,500 g,Blinkit,https://blinkit.com/
3185,Yu Cheese Sauce Instant Wheat Pasta (Penne),₹43,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983596/blinkit_store/m1yxcvdyy1zynpr8grhq.webp,maggie,65 g,Blinkit,https://blinkit.com/
3186,pastaZara Durum Wheat Semolina Farfalle Pasta,₹194,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983598/blinkit_store/frplj53pbkurcyqred79.webp,maggie,500 g,Blinkit,https://blinkit.com/
3187,pastaZara Durum Wheat Semolina Penne Rigate Pasta,₹163,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983601/blinkit_store/dpkqc7bllskjtk71x6ky.webp,maggie,500 g,Blinkit,https://blinkit.com/
3188,Bambino Durum Wheat Premium All season Fusilli Pasta,₹53,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983602/blinkit_store/bmi4abigis2tsoxl3gyd.webp,maggie,400 g,Blinkit,https://blinkit.com/
3189,MOM 3 Cheese Pasta,₹72,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983605/blinkit_store/usazmmtvatgtlgazjsb0.webp,maggie,65 g,Blinkit,https://blinkit.com/
3190,Disano Durum Wheat Elbow Pasta,₹99,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983607/blinkit_store/b6tbdomgurty7svnrl2v.webp,maggie,400 g + 400 g,Blinkit,https://blinkit.com/
3191,Bambino Premium Penne 100% Durum Wheat Domestic Pasta,₹87,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983609/blinkit_store/y6ejvfyn2wl58rfwgh81.webp,maggie,500 g,Blinkit,https://blinkit.com/
3192,Yu Pink Sauce Instant Wheat Pasta (Penne),₹29,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983611/blinkit_store/wixxpcncasv0wpdss1pu.webp,maggie,65 g,Blinkit,https://blinkit.com/
3193,Yu Cheese Sauce Instant Wheat Pasta (Penne) + Pink Sauce Instant Wheat Pasta (Penne) Combo,₹59,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983613/blinkit_store/wrlv8c5utwdgadshr5in.webp,maggie,65 g + 65 g,Blinkit,https://blinkit.com/
3194,pastaZara Lasagne Gialle,₹345,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983614/blinkit_store/igxnkolvu6k5n7wh1aje.webp,maggie,500 g,Blinkit,https://blinkit.com/
3195,Barilla Spaghetti Durum Wheat Semolina Pasta,₹279,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983616/blinkit_store/as9ovyedgchjm4j1xaxp.webp,maggie,500 g,Blinkit,https://blinkit.com/
3196,Wheafree Gluten Free Macaroni,₹184,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983618/blinkit_store/nlkdk3dvw4g3i4ofipqp.webp,maggie,300 g,Blinkit,https://blinkit.com/
3197,Yu 100% Durum Wheat Penne Pasta + 100% Durum Wheat Spaghetti Pasta Combo,₹149,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983620/blinkit_store/enwdrp0qyqz0f3g1w5zi.webp,maggie,500 g + 500 g,Blinkit,https://blinkit.com/
3198,Pastallio Multi-Millet Pasta,₹250,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983623/blinkit_store/nwmugeqaqlgt5zxn8aya.webp,maggie,400 g,Blinkit,https://blinkit.com/
3199,Pastiano Pasta Combo Pack,₹199,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983626/blinkit_store/vnfvmxn67ehmkjiybs7k.webp,maggie,1500 g,Blinkit,https://blinkit.com/
3200,Bambino Durum Wheat Premium All season Penne Pasta,₹58,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983628/blinkit_store/bs4j8hu2fauh0twlnigv.webp,maggie,400 g,Blinkit,https://blinkit.com/
3201,Bambino Goldden Shinee Macaroni Pasta,₹83,No Image Found,maggie,875 g,Blinkit,https://blinkit.com/
3202,Dettol Icy Cool Bathing Soap Bar with 3X Intense Cooling,₹142,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983631/blinkit_store/dxcuohclsqsarvlfey3w.webp,soap,4 x 100 g,Blinkit,https://blinkit.com/
3203,Mysore Sandal Soap 75 g,₹38,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983633/blinkit_store/jyy42ogndgn2jb3auqbs.webp,soap,75 g,Blinkit,https://blinkit.com/
3204,Dettol Original Bathing Bar Soap with 12 Hr Protective Shield,₹149,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983635/blinkit_store/mgcva4buwghpqnibs6xz.webp,soap,4 x 100 g,Blinkit,https://blinkit.com/
3205,Dettol Skincare Hand Wash Refill,₹101,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983636/blinkit_store/atmbbzg4ec8uh8s6sea3.webp,soap,675 ml,Blinkit,https://blinkit.com/
3206,Liril Lime & Tea Tree Oil Soap 4 x 125 g - Buy 3 Get 1 Free,₹140,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983638/blinkit_store/b0qpiw5cab6g91rfflne.webp,soap,4 x 125 g,Blinkit,https://blinkit.com/
3207,Dettol Liquid Hand Wash Refill Pouch - Moisturizing Skincare,₹174,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983639/blinkit_store/zqlvee60vlncvbrz6cts.webp,soap,1.35 ltr,Blinkit,https://blinkit.com/
3208,Pears Pure & Gentle Glycerin Soap 75 g,₹50,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983641/blinkit_store/oevptoolfh2kb1ri52ji.webp,soap,75 g,Blinkit,https://blinkit.com/
3209,Santoor Mild Hand Wash Lotus & Tulsi - Buy 1 Get 1 Free,₹90,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983643/blinkit_store/ylwoug4noyvxrekzhtxf.webp,soap,400 ml,Blinkit,https://blinkit.com/
3211,Dettol Liquid Hand Wash Refill Pouch (Original Germ Protection),₹172,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983645/blinkit_store/p2qj3ar63bxhpzy3pmgz.webp,soap,1.35 ltr,Blinkit,https://blinkit.com/
3212,Dettol pH-Balanced Sensitive Hand Wash,₹76,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983647/blinkit_store/xtbxidltctf8xd0vbgun.webp,soap,200 ml,Blinkit,https://blinkit.com/
3213,Pears Pure & Gentle Soap,₹186,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983648/blinkit_store/gn0wwvs25qevzvbuwoaa.webp,soap,3 x 125 g,Blinkit,https://blinkit.com/
3214,Lifebuoy Ice Bath Soap,₹191,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983650/blinkit_store/du9krb3hpbhjeerwjvxb.webp,soap,5 x 125 g,Blinkit,https://blinkit.com/
3215,Dove Beauty Cream Soap,₹60,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983652/blinkit_store/eqssbszs2amkjmg2gk1r.webp,soap,100 g,Blinkit,https://blinkit.com/
3216,Godrej Protekt Mr. Magic Hand Wash Mix (Makes 1 ltr),₹49,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983654/blinkit_store/sav8iyr5mnrf5vcm6dlm.webp,soap,5 x 9 g,Blinkit,https://blinkit.com/
3217,Dove Cream Beauty Bathing Soap (3 x 125 g),₹243,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983655/blinkit_store/neesj7ps8rr2jjjljqbo.webp,soap,3 x 125 g,Blinkit,https://blinkit.com/
3218,Fiama Moisturizing Soap Bars Japanese Hokkaido Milk,₹319,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983657/blinkit_store/w2onmriwsipidxsy0f0h.webp,soap,5 x 125 g,Blinkit,https://blinkit.com/
3219,Dettol Neem Bathing Bar - Buy 3 Get 1 Free,₹108,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983659/blinkit_store/crgy9b6e6nrootjksvvf.webp,soap,4 x 75 g,Blinkit,https://blinkit.com/
3220,Cinthol Lime Bath Soap 5 x 100 g - Buy 4 Get 1 Free,₹145,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983661/blinkit_store/focikebcsn7v7x29wbxd.webp,soap,5 x 100 g,Blinkit,https://blinkit.com/
3221,Wonder Fresh Rose Paper Soap Strips,₹39,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983663/blinkit_store/jv8vfmjshbjetdxjcmtl.webp,soap,3 packs,Blinkit,https://blinkit.com/
3222,Fiama Moisturizing Soap Bars Japanese Hokkaido Milk & Acai Berry,₹67,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983665/blinkit_store/ekhycowzjyyibd4livxx.webp,soap,125 g,Blinkit,https://blinkit.com/
3223,Dettol Original Bathing Bar,₹64,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983666/blinkit_store/xax9y2m2if1n2gucoiln.webp,soap,150 g,Blinkit,https://blinkit.com/
3224,250 ml,₹110,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983668/blinkit_store/xpbmimndyc4tyogeyuh2.webp,soap,N/A,Blinkit,https://blinkit.com/
3225,Himalaya Neem & Turmeric Soap 125 g,₹60,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983670/blinkit_store/qkc1lvnli656k8ozs2op.webp,soap,125 g,Blinkit,https://blinkit.com/
3226,Santoor Fresh Skin Aloe Vera & Lime Soap - Pack of 6,₹203,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983672/blinkit_store/yr3ljvjzxrcnlhbi1uvd.webp,soap,6 x 125 g,Blinkit,https://blinkit.com/
3227,Godrej No.1 Lime & Aloe Vera Soap (4 x 150 g) - Buy 3 Get 1 Free,₹144,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983674/blinkit_store/qjdkcjwfk6rfuglcode9.webp,soap,4 x 150 g,Blinkit,https://blinkit.com/
3228,Dettol pH-Balanced Sensitive Hand Wash (Refill),₹109,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983675/blinkit_store/oyrdjb9kbvkiof1kbbav.webp,soap,675 ml,Blinkit,https://blinkit.com/
3229,Dettol Original Hand Wash,₹76,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983677/blinkit_store/ma5ew6rm9khzui8sd2ne.webp,soap,200 ml,Blinkit,https://blinkit.com/
3230,Santoor Sandal & Turmeric Soap - Pack of 8,₹278,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983679/blinkit_store/tkltcmwjsa10y9z8k2pu.webp,soap,8 x 125 g,Blinkit,https://blinkit.com/
3231,Santoor Skin Moisturising Sandal & Turmeric Soap - Pack of 4,₹154,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983681/blinkit_store/clyoxutf3ttzaf8z1pze.webp,soap,4 x 125 g,Blinkit,https://blinkit.com/
3232,Dettol Original Hand Wash Refill 675 ml,₹101,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983682/blinkit_store/rzdi54z6l42gny4admac.webp,soap,675 ml,Blinkit,https://blinkit.com/
3233,Himalaya Cucumber & Coconut Soap 125 g,₹60,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983684/blinkit_store/uqgdmgjybmqdf74zixys.webp,soap,125 g,Blinkit,https://blinkit.com/
3234,Santoor Royal Sandal Soap,₹165,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983686/blinkit_store/dro8wsdtlb2v1atvs5r6.webp,soap,3 x 150 g,Blinkit,https://blinkit.com/
3235,Santoor Classic Hand Wash with Sandalwood,₹80,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983687/blinkit_store/ft4ihfni1xbqgxuuuqis.webp,soap,650 ml,Blinkit,https://blinkit.com/
3236,Sanfe Dark Spots Brightening Soap with 2% Kojic Acid,₹129,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983689/blinkit_store/jrv3tnaxdjs3qstlhatm.webp,soap,75 g,Blinkit,https://blinkit.com/
3237,Dabur Fem Fruity Squash Hand Wash,₹148,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983691/blinkit_store/zm4j6iah81ax7tdpmiuh.webp,soap,1.5 ltr,Blinkit,https://blinkit.com/
3238,Santoor PureGlo Glycerine Soap - Buy 2 Get 1 Free,₹121,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983693/blinkit_store/ikoi34auowkqc5ojvisi.webp,soap,3 x 125 g,Blinkit,https://blinkit.com/
3239,Jo Lime Sparkling Fresh Soap - Buy 4 Get 1 Free,₹113,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983695/blinkit_store/lvoaq7fnmxsknrfpv7yx.webp,soap,5 x 100 g,Blinkit,https://blinkit.com/
3240,Himalaya Gentle Baby Soap,₹70,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983697/blinkit_store/wq4ppkbpub3hvjxaeasd.webp,soap,125 g,Blinkit,https://blinkit.com/
3241,Dettol Lime Fresh Bathing Bar Soap with 12 Hrs Germ Protection,₹160,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983699/blinkit_store/hhctm8u2iezmjmpz2wrs.webp,soap,4 x 100 g,Blinkit,https://blinkit.com/
3242,Santoor Skin Softening Sandal & Almond Milk Soap - Buy 4 Get 1 Free,₹170,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983701/blinkit_store/vilflnmbt1d67odlvwg3.webp,soap,5 x 125 g,Blinkit,https://blinkit.com/
3243,Mysore Sandal Soap,₹199,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983703/blinkit_store/ky66iunyopy8ottvspe6.webp,soap,3 x 150 g,Blinkit,https://blinkit.com/
3244,Dettol Sensitive Liquid Hand Wash Refill Pouch,₹198,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983704/blinkit_store/opwb19gddggqnazqbbro.webp,soap,1350 ml,Blinkit,https://blinkit.com/
3245,Khadi Natural Sandalwood Handmade Soap,₹84,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983706/blinkit_store/wrossatm49fxx5j2q7ey.webp,soap,125 g,Blinkit,https://blinkit.com/
3246,Dabur Gulabari Radiant Rose Glow Soap,₹132,https://res.cloudinary.com/dxxcxqdsj/image/upload/v1778983708/blinkit_store/pysawr5r0sebyg6hhiup.webp,soap,4 x 150 g,Blinkit,https://blinkit.com/
